output_file,output_row,output_row_key,output_column,source_file,source_row_key,source_column,transformation
ms96_delta_summary_compact.csv,5,split=validation|protocol=k5|metric=NDCG@5,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=validation|protocol=k5|metric=NDCG@5,within-seed delta_NDCG@5,sign only in seed order 42/43/44 from training_seed=42|protocol=k5;training_seed=43|protocol=k5;training_seed=44|protocol=k5
ms96_delta_summary_compact.csv,6,split=validation|protocol=k5|metric=MRR,split,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k5|metric=MRR,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,6,split=validation|protocol=k5|metric=MRR,protocol,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k5|metric=MRR,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,6,split=validation|protocol=k5|metric=MRR,metric,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k5|metric=MRR,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,6,split=validation|protocol=k5|metric=MRR,delta_definition,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k5|metric=MRR,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,6,split=validation|protocol=k5|metric=MRR,mean_delta,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k5|metric=MRR,mean,identity selection
ms96_delta_summary_compact.csv,6,split=validation|protocol=k5|metric=MRR,sample_sd,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k5|metric=MRR,sample_std,identity selection
ms96_delta_summary_compact.csv,6,split=validation|protocol=k5|metric=MRR,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=validation|protocol=k5|metric=MRR,within-seed delta_MRR,sign only in seed order 42/43/44 from training_seed=42|protocol=k5;training_seed=43|protocol=k5;training_seed=44|protocol=k5
ms96_delta_summary_compact.csv,7,split=validation|protocol=k20|metric=HR@1,split,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=HR@1,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,7,split=validation|protocol=k20|metric=HR@1,protocol,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=HR@1,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,7,split=validation|protocol=k20|metric=HR@1,metric,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=HR@1,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,7,split=validation|protocol=k20|metric=HR@1,delta_definition,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=HR@1,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,7,split=validation|protocol=k20|metric=HR@1,mean_delta,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=HR@1,mean,identity selection
ms96_delta_summary_compact.csv,7,split=validation|protocol=k20|metric=HR@1,sample_sd,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=HR@1,sample_std,identity selection
ms96_delta_summary_compact.csv,7,split=validation|protocol=k20|metric=HR@1,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=validation|protocol=k20_seed42|metric=HR@1,within-seed delta_HR@1,sign only in seed order 42/43/44 from training_seed=42|protocol=k20_seed42;training_seed=43|protocol=k20_seed42;training_seed=44|protocol=k20_seed42
ms96_delta_summary_compact.csv,8,split=validation|protocol=k20|metric=NDCG@5,split,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=NDCG@5,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,8,split=validation|protocol=k20|metric=NDCG@5,protocol,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=NDCG@5,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,8,split=validation|protocol=k20|metric=NDCG@5,metric,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=NDCG@5,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,8,split=validation|protocol=k20|metric=NDCG@5,delta_definition,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=NDCG@5,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,8,split=validation|protocol=k20|metric=NDCG@5,mean_delta,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=NDCG@5,mean,identity selection
ms96_delta_summary_compact.csv,8,split=validation|protocol=k20|metric=NDCG@5,sample_sd,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=NDCG@5,sample_std,identity selection
ms96_delta_summary_compact.csv,8,split=validation|protocol=k20|metric=NDCG@5,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=validation|protocol=k20_seed42|metric=NDCG@5,within-seed delta_NDCG@5,sign only in seed order 42/43/44 from training_seed=42|protocol=k20_seed42;training_seed=43|protocol=k20_seed42;training_seed=44|protocol=k20_seed42
ms96_delta_summary_compact.csv,9,split=validation|protocol=k20|metric=MRR,split,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=MRR,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,9,split=validation|protocol=k20|metric=MRR,protocol,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=MRR,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,9,split=validation|protocol=k20|metric=MRR,metric,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=MRR,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,9,split=validation|protocol=k20|metric=MRR,delta_definition,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=MRR,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,9,split=validation|protocol=k20|metric=MRR,mean_delta,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=MRR,mean,identity selection
ms96_delta_summary_compact.csv,9,split=validation|protocol=k20|metric=MRR,sample_sd,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k20_seed42|metric=MRR,sample_std,identity selection
ms96_delta_summary_compact.csv,9,split=validation|protocol=k20|metric=MRR,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=validation|protocol=k20_seed42|metric=MRR,within-seed delta_MRR,sign only in seed order 42/43/44 from training_seed=42|protocol=k20_seed42;training_seed=43|protocol=k20_seed42;training_seed=44|protocol=k20_seed42
ms96_delta_summary_compact.csv,10,split=validation|protocol=k50|metric=HR@1,split,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=HR@1,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,10,split=validation|protocol=k50|metric=HR@1,protocol,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=HR@1,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,10,split=validation|protocol=k50|metric=HR@1,metric,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=HR@1,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,10,split=validation|protocol=k50|metric=HR@1,delta_definition,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=HR@1,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,10,split=validation|protocol=k50|metric=HR@1,mean_delta,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=HR@1,mean,identity selection
ms96_delta_summary_compact.csv,10,split=validation|protocol=k50|metric=HR@1,sample_sd,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=HR@1,sample_std,identity selection
ms96_delta_summary_compact.csv,10,split=validation|protocol=k50|metric=HR@1,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=validation|protocol=k50_seed42|metric=HR@1,within-seed delta_HR@1,sign only in seed order 42/43/44 from training_seed=42|protocol=k50_seed42;training_seed=43|protocol=k50_seed42;training_seed=44|protocol=k50_seed42
ms96_delta_summary_compact.csv,11,split=validation|protocol=k50|metric=NDCG@5,split,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=NDCG@5,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,11,split=validation|protocol=k50|metric=NDCG@5,protocol,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=NDCG@5,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,11,split=validation|protocol=k50|metric=NDCG@5,metric,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=NDCG@5,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,11,split=validation|protocol=k50|metric=NDCG@5,delta_definition,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=NDCG@5,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,11,split=validation|protocol=k50|metric=NDCG@5,mean_delta,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=NDCG@5,mean,identity selection
ms96_delta_summary_compact.csv,11,split=validation|protocol=k50|metric=NDCG@5,sample_sd,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=NDCG@5,sample_std,identity selection
ms96_delta_summary_compact.csv,11,split=validation|protocol=k50|metric=NDCG@5,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=validation|protocol=k50_seed42|metric=NDCG@5,within-seed delta_NDCG@5,sign only in seed order 42/43/44 from training_seed=42|protocol=k50_seed42;training_seed=43|protocol=k50_seed42;training_seed=44|protocol=k50_seed42
ms96_delta_summary_compact.csv,12,split=validation|protocol=k50|metric=MRR,split,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=MRR,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,12,split=validation|protocol=k50|metric=MRR,protocol,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=MRR,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,12,split=validation|protocol=k50|metric=MRR,metric,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=MRR,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,12,split=validation|protocol=k50|metric=MRR,delta_definition,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=MRR,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,12,split=validation|protocol=k50|metric=MRR,mean_delta,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=MRR,mean,identity selection
ms96_delta_summary_compact.csv,12,split=validation|protocol=k50|metric=MRR,sample_sd,paper/tables/ms96_delta_summary.csv,split=validation|protocol=k50_seed42|metric=MRR,sample_std,identity selection
ms96_delta_summary_compact.csv,12,split=validation|protocol=k50|metric=MRR,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=validation|protocol=k50_seed42|metric=MRR,within-seed delta_MRR,sign only in seed order 42/43/44 from training_seed=42|protocol=k50_seed42;training_seed=43|protocol=k50_seed42;training_seed=44|protocol=k50_seed42
ms96_delta_summary_compact.csv,13,split=test|protocol=binary|metric=AUC,split,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=AUC,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,13,split=test|protocol=binary|metric=AUC,protocol,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=AUC,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,13,split=test|protocol=binary|metric=AUC,metric,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=AUC,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,13,split=test|protocol=binary|metric=AUC,delta_definition,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=AUC,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,13,split=test|protocol=binary|metric=AUC,mean_delta,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=AUC,mean,identity selection
ms96_delta_summary_compact.csv,13,split=test|protocol=binary|metric=AUC,sample_sd,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=AUC,sample_std,identity selection
ms96_delta_summary_compact.csv,13,split=test|protocol=binary|metric=AUC,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=test|protocol=binary|metric=AUC,within-seed delta_AUC,sign only in seed order 42/43/44 from training_seed=42;training_seed=43;training_seed=44
ms96_delta_summary_compact.csv,14,split=test|protocol=binary|metric=F1,split,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=F1,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,14,split=test|protocol=binary|metric=F1,protocol,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=F1,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,14,split=test|protocol=binary|metric=F1,metric,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=F1,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,14,split=test|protocol=binary|metric=F1,delta_definition,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=F1,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,14,split=test|protocol=binary|metric=F1,mean_delta,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=F1,mean,identity selection
ms96_delta_summary_compact.csv,14,split=test|protocol=binary|metric=F1,sample_sd,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=F1,sample_std,identity selection
ms96_delta_summary_compact.csv,14,split=test|protocol=binary|metric=F1,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=test|protocol=binary|metric=F1,within-seed delta_F1,sign only in seed order 42/43/44 from training_seed=42;training_seed=43;training_seed=44
ms96_delta_summary_compact.csv,15,split=test|protocol=binary|metric=Accuracy,split,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=Accuracy,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,15,split=test|protocol=binary|metric=Accuracy,protocol,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=Accuracy,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,15,split=test|protocol=binary|metric=Accuracy,metric,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=Accuracy,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,15,split=test|protocol=binary|metric=Accuracy,delta_definition,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=Accuracy,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,15,split=test|protocol=binary|metric=Accuracy,mean_delta,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=Accuracy,mean,identity selection
ms96_delta_summary_compact.csv,15,split=test|protocol=binary|metric=Accuracy,sample_sd,paper/tables/ms96_delta_summary.csv,split=test|protocol=binary|metric=Accuracy,sample_std,identity selection
ms96_delta_summary_compact.csv,15,split=test|protocol=binary|metric=Accuracy,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=test|protocol=binary|metric=Accuracy,within-seed delta_Accuracy,sign only in seed order 42/43/44 from training_seed=42;training_seed=43;training_seed=44
ms96_delta_summary_compact.csv,16,split=test|protocol=k5|metric=HR@1,split,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=HR@1,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,16,split=test|protocol=k5|metric=HR@1,protocol,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=HR@1,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,16,split=test|protocol=k5|metric=HR@1,metric,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=HR@1,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,16,split=test|protocol=k5|metric=HR@1,delta_definition,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=HR@1,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,16,split=test|protocol=k5|metric=HR@1,mean_delta,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=HR@1,mean,identity selection
ms96_delta_summary_compact.csv,16,split=test|protocol=k5|metric=HR@1,sample_sd,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=HR@1,sample_std,identity selection
ms96_delta_summary_compact.csv,16,split=test|protocol=k5|metric=HR@1,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=test|protocol=k5|metric=HR@1,within-seed delta_HR@1,sign only in seed order 42/43/44 from training_seed=42|protocol=k5;training_seed=43|protocol=k5;training_seed=44|protocol=k5
ms96_delta_summary_compact.csv,17,split=test|protocol=k5|metric=NDCG@5,split,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=NDCG@5,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,17,split=test|protocol=k5|metric=NDCG@5,protocol,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=NDCG@5,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,17,split=test|protocol=k5|metric=NDCG@5,metric,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=NDCG@5,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,17,split=test|protocol=k5|metric=NDCG@5,delta_definition,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=NDCG@5,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,17,split=test|protocol=k5|metric=NDCG@5,mean_delta,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=NDCG@5,mean,identity selection
ms96_delta_summary_compact.csv,17,split=test|protocol=k5|metric=NDCG@5,sample_sd,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=NDCG@5,sample_std,identity selection
ms96_delta_summary_compact.csv,17,split=test|protocol=k5|metric=NDCG@5,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=test|protocol=k5|metric=NDCG@5,within-seed delta_NDCG@5,sign only in seed order 42/43/44 from training_seed=42|protocol=k5;training_seed=43|protocol=k5;training_seed=44|protocol=k5
ms96_delta_summary_compact.csv,18,split=test|protocol=k5|metric=MRR,split,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=MRR,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,18,split=test|protocol=k5|metric=MRR,protocol,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=MRR,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,18,split=test|protocol=k5|metric=MRR,metric,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=MRR,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,18,split=test|protocol=k5|metric=MRR,delta_definition,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=MRR,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,18,split=test|protocol=k5|metric=MRR,mean_delta,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=MRR,mean,identity selection
ms96_delta_summary_compact.csv,18,split=test|protocol=k5|metric=MRR,sample_sd,paper/tables/ms96_delta_summary.csv,split=test|protocol=k5|metric=MRR,sample_std,identity selection
ms96_delta_summary_compact.csv,18,split=test|protocol=k5|metric=MRR,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=test|protocol=k5|metric=MRR,within-seed delta_MRR,sign only in seed order 42/43/44 from training_seed=42|protocol=k5;training_seed=43|protocol=k5;training_seed=44|protocol=k5
ms96_delta_summary_compact.csv,19,split=test|protocol=k20|metric=HR@1,split,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=HR@1,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,19,split=test|protocol=k20|metric=HR@1,protocol,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=HR@1,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,19,split=test|protocol=k20|metric=HR@1,metric,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=HR@1,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,19,split=test|protocol=k20|metric=HR@1,delta_definition,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=HR@1,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,19,split=test|protocol=k20|metric=HR@1,mean_delta,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=HR@1,mean,identity selection
ms96_delta_summary_compact.csv,19,split=test|protocol=k20|metric=HR@1,sample_sd,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=HR@1,sample_std,identity selection
ms96_delta_summary_compact.csv,19,split=test|protocol=k20|metric=HR@1,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=test|protocol=k20_seed42|metric=HR@1,within-seed delta_HR@1,sign only in seed order 42/43/44 from training_seed=42|protocol=k20_seed42;training_seed=43|protocol=k20_seed42;training_seed=44|protocol=k20_seed42
ms96_delta_summary_compact.csv,20,split=test|protocol=k20|metric=NDCG@5,split,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=NDCG@5,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,20,split=test|protocol=k20|metric=NDCG@5,protocol,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=NDCG@5,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,20,split=test|protocol=k20|metric=NDCG@5,metric,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=NDCG@5,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,20,split=test|protocol=k20|metric=NDCG@5,delta_definition,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=NDCG@5,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,20,split=test|protocol=k20|metric=NDCG@5,mean_delta,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=NDCG@5,mean,identity selection
ms96_delta_summary_compact.csv,20,split=test|protocol=k20|metric=NDCG@5,sample_sd,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=NDCG@5,sample_std,identity selection
ms96_delta_summary_compact.csv,20,split=test|protocol=k20|metric=NDCG@5,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=test|protocol=k20_seed42|metric=NDCG@5,within-seed delta_NDCG@5,sign only in seed order 42/43/44 from training_seed=42|protocol=k20_seed42;training_seed=43|protocol=k20_seed42;training_seed=44|protocol=k20_seed42
ms96_delta_summary_compact.csv,21,split=test|protocol=k20|metric=MRR,split,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=MRR,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,21,split=test|protocol=k20|metric=MRR,protocol,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=MRR,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,21,split=test|protocol=k20|metric=MRR,metric,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=MRR,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,21,split=test|protocol=k20|metric=MRR,delta_definition,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=MRR,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,21,split=test|protocol=k20|metric=MRR,mean_delta,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=MRR,mean,identity selection
ms96_delta_summary_compact.csv,21,split=test|protocol=k20|metric=MRR,sample_sd,paper/tables/ms96_delta_summary.csv,split=test|protocol=k20_seed42|metric=MRR,sample_std,identity selection
ms96_delta_summary_compact.csv,21,split=test|protocol=k20|metric=MRR,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=test|protocol=k20_seed42|metric=MRR,within-seed delta_MRR,sign only in seed order 42/43/44 from training_seed=42|protocol=k20_seed42;training_seed=43|protocol=k20_seed42;training_seed=44|protocol=k20_seed42
ms96_delta_summary_compact.csv,22,split=test|protocol=k50|metric=HR@1,split,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=HR@1,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,22,split=test|protocol=k50|metric=HR@1,protocol,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=HR@1,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,22,split=test|protocol=k50|metric=HR@1,metric,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=HR@1,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,22,split=test|protocol=k50|metric=HR@1,delta_definition,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=HR@1,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,22,split=test|protocol=k50|metric=HR@1,mean_delta,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=HR@1,mean,identity selection
ms96_delta_summary_compact.csv,22,split=test|protocol=k50|metric=HR@1,sample_sd,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=HR@1,sample_std,identity selection
ms96_delta_summary_compact.csv,22,split=test|protocol=k50|metric=HR@1,seed_directions_42_43_44,paper/tables/ms96_main_{split}.csv or paper/tables/ms96_protocol_{split}.csv,split=test|protocol=k50_seed42|metric=HR@1,within-seed delta_HR@1,sign only in seed order 42/43/44 from training_seed=42|protocol=k50_seed42;training_seed=43|protocol=k50_seed42;training_seed=44|protocol=k50_seed42
ms96_delta_summary_compact.csv,23,split=test|protocol=k50|metric=NDCG@5,split,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=NDCG@5,split,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,23,split=test|protocol=k50|metric=NDCG@5,protocol,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=NDCG@5,protocol,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,23,split=test|protocol=k50|metric=NDCG@5,metric,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=NDCG@5,metric,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,23,split=test|protocol=k50|metric=NDCG@5,delta_definition,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=NDCG@5,delta_definition,identity selection or protocol label normalization
ms96_delta_summary_compact.csv,23,split=test|protocol=k50|metric=NDCG@5,mean_delta,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=NDCG@5,mean,identity selection
ms96_delta_summary_compact.csv,23,split=test|protocol=k50|metric=NDCG@5,sample_sd,paper/tables/ms96_delta_summary.csv,split=test|protocol=k50_seed42|metric=NDCG@5,sample_std,identity selection
